order_amount,currency,billing_country,shipping_country,country_mismatch,customer_total_orders,customer_refund_rate,customer_dispute_rate,device_reuse_count,ip_reuse_count,order_velocity_24h,refund_reason,days_since_purchase,delivery_confirmed,item_category,is_abuse
29.89,USD,AU,CN,1,7,0.0457,0.0086,1,1,2,not_as_described,12,True,home,0
49.58,EUR,CN,FR,1,3,0.0963,0.0095,3,0,2,changed_mind,23,True,food,0
62.47,USD,AU,GB,1,5,0.0136,0.0251,3,1,2,damaged,13,True,home,0
47.15,CAD,NG,BR,1,8,0.0675,0.003,4,0,0,damaged,15,True,home,0
348.21,CAD,GB,DE,1,2,0.0261,0.003,2,2,1,other,18,False,sports,0
256.07,USD,AU,IN,1,10,0.1441,0.0071,2,0,1,changed_mind,12,True,food,0
30.47,GBP,US,IN,1,15,0.1681,0.0602,3,1,0,other,11,True,food,0
27.36,USD,GB,NG,1,7,0.1202,0.0072,4,0,2,changed_mind,17,True,beauty,0
23.35,GBP,DE,NG,1,7,0.0042,0.022,7,1,3,damaged,14,True,home,0
136.31,AUD,AU,BR,1,7,0.2017,0.0189,3,2,1,changed_mind,18,True,clothing,0
88.12,USD,CN,CA,1,14,0.0435,0.0128,4,2,1,wrong_item,12,True,food,0
22.17,EUR,IN,CN,1,10,0.0435,0.0565,6,0,2,damaged,19,True,food,0
249.76,USD,FR,US,1,9,0.0432,0.0002,2,1,2,not_as_described,13,True,sports,0
20.83,AUD,NG,DE,1,6,0.0825,0.0035,1,0,0,changed_mind,18,True,clothing,0
18.48,CAD,CA,US,1,9,0.0474,0.006,1,0,3,damaged,16,True,clothing,0
16.54,CAD,FR,NG,1,8,0.0938,0.0059,3,1,3,other,22,True,clothing,0
115.82,USD,AU,BR,1,4,0.1212,0.0117,0,0,3,not_as_described,17,True,clothing,0
84.02,EUR,GB,US,1,7,0.0359,0.0034,1,2,0,other,14,False,home,0
150.89,AUD,GB,US,1,1,0.2053,0.0086,2,0,4,other,17,True,home,0
48.75,USD,CN,DE,1,11,0.0804,0.0029,3,1,2,changed_mind,13,True,sports,0
58.01,CAD,CA,CA,0,11,0.0389,0.0087,3,1,2,damaged,18,True,food,0
140.78,AUD,AU,CN,1,5,0.1344,0.002,0,1,1,changed_mind,14,True,home,0
26.23,GBP,NG,CA,1,11,0.0779,0.0103,3,1,2,other,18,True,sports,0
29.0,CAD,IN,CA,1,6,0.0425,0.0021,2,0,1,damaged,17,True,home,0
72.45,GBP,GB,CN,1,7,0.0402,0.0371,4,2,0,damaged,8,True,sports,0
13.07,GBP,NG,FR,1,10,0.0467,0.0256,1,0,4,not_as_described,14,True,beauty,0
18.33,CAD,AU,NG,1,10,0.1829,0.0117,6,1,1,changed_mind,16,True,food,0
11.73,GBP,BR,FR,1,8,0.0701,0.0028,4,1,1,not_as_described,12,True,electronics,0
118.03,AUD,DE,DE,0,6,0.092,0.0052,4,0,2,changed_mind,8,True,food,0
448.56,CAD,FR,IN,1,11,0.1055,0.0046,0,0,2,not_as_described,12,True,home,0
126.88,AUD,NG,GB,1,13,0.1106,0.0016,2,1,0,not_as_described,11,True,electronics,0
89.51,AUD,BR,CA,1,7,0.1773,0.0086,1,1,0,not_as_described,11,True,sports,1
42.07,USD,DE,CA,1,4,0.0721,0.0114,3,3,2,damaged,10,True,clothing,0
197.77,CAD,FR,CA,1,6,0.0242,0.061,1,1,0,changed_mind,13,True,electronics,0
41.24,EUR,DE,DE,0,17,0.102,0.0371,2,1,1,changed_mind,7,True,electronics,0
395.99,USD,NG,NG,0,12,0.0644,0.0266,2,1,0,changed_mind,11,False,electronics,0
86.4,GBP,BR,CA,1,5,0.1428,0.0496,1,0,1,damaged,10,False,sports,0
296.93,AUD,AU,GB,1,3,0.1101,0.0118,2,0,0,damaged,21,True,home,0
188.25,CAD,CN,NG,1,10,0.0836,0.0363,1,1,1,changed_mind,15,True,electronics,0
163.34,AUD,CA,IN,1,5,0.0152,0.0317,0,1,0,not_as_described,16,False,electronics,0
70.2,EUR,FR,GB,1,7,0.1102,0.008,4,0,1,wrong_item,14,True,beauty,0
22.5,AUD,BR,CA,1,11,0.0222,0.0054,4,1,2,other,12,True,sports,0
73.58,CAD,BR,FR,1,7,0.0352,0.0512,2,1,1,changed_mind,15,True,electronics,0
124.13,USD,AU,IN,1,7,0.1092,0.0021,3,0,1,wrong_item,15,True,electronics,0
27.26,USD,US,CN,1,9,0.234,0.0138,2,1,2,not_as_described,13,False,electronics,1
7.38,EUR,IN,AU,1,7,0.0476,0.0596,4,1,0,damaged,9,True,food,0
10.5,CAD,CA,FR,1,11,0.0696,0.1049,2,0,4,changed_mind,17,True,sports,0
924.39,GBP,DE,CA,1,15,0.0672,0.0169,3,2,1,changed_mind,9,True,beauty,0
176.62,CAD,DE,DE,0,8,0.0582,0.003,3,2,3,damaged,16,True,sports,0
111.57,EUR,GB,DE,1,9,0.0752,0.0017,2,1,0,damaged,17,True,electronics,0
39.43,AUD,AU,BR,1,8,0.0782,0.0783,3,0,2,not_as_described,18,True,beauty,0
11.19,CAD,BR,NG,1,9,0.0362,0.0349,3,0,3,damaged,15,True,home,0
29.7,CAD,BR,CA,1,7,0.0433,0.0119,1,1,4,other,10,True,clothing,0
69.13,EUR,DE,AU,1,6,0.0427,0.011,2,0,1,damaged,13,True,electronics,0
270.89,USD,FR,GB,1,11,0.289,0.0341,4,4,0,changed_mind,8,True,food,0
9.76,EUR,AU,US,1,7,0.0665,0.0174,3,2,1,other,10,True,home,0
52.92,GBP,NG,DE,1,6,0.1529,0.0127,2,1,1,not_as_described,17,True,beauty,0
123.07,CAD,FR,CN,1,8,0.1059,0.0027,4,2,1,wrong_item,18,True,home,0
7.22,AUD,IN,US,1,8,0.1575,0.0115,3,1,1,other,11,True,home,0
16.69,USD,US,CN,1,8,0.1005,0.0126,2,2,1,changed_mind,14,True,sports,0
11.03,AUD,BR,GB,1,5,0.0646,0.0114,1,0,1,changed_mind,16,True,electronics,0
93.9,GBP,NG,US,1,5,0.0796,0.0177,1,1,1,damaged,18,True,food,0
44.57,EUR,CA,BR,1,9,0.0274,0.0202,1,0,2,other,18,True,sports,0
82.37,AUD,GB,NG,1,12,0.0437,0.0449,2,2,1,changed_mind,10,True,clothing,0
56.21,CAD,DE,CN,1,7,0.1,0.0255,4,1,4,changed_mind,12,True,home,0
42.02,AUD,FR,BR,1,6,0.1077,0.0006,1,0,1,other,20,True,clothing,0
29.56,GBP,CN,NG,1,5,0.0805,0.0115,2,2,2,not_as_described,17,True,clothing,0
1045.15,CAD,US,FR,1,9,0.0914,0.0309,0,0,2,other,14,True,food,0
76.12,USD,AU,FR,1,9,0.0755,0.0539,1,1,2,other,12,True,electronics,0
52.72,USD,NG,DE,1,11,0.0547,0.0107,3,0,0,damaged,18,True,home,0
127.11,CAD,AU,CA,1,6,0.2009,0.0179,3,2,5,changed_mind,17,True,beauty,0
145.48,EUR,DE,DE,0,5,0.2153,0.0004,1,0,2,changed_mind,18,True,clothing,0
53.24,CAD,US,GB,1,11,0.3166,0.0152,0,1,0,not_as_described,16,True,electronics,0
33.73,CAD,IN,GB,1,9,0.0703,0.0121,4,0,1,not_as_described,11,True,electronics,0
74.26,USD,CN,CN,0,6,0.109,0.0039,1,1,1,wrong_item,20,True,sports,0
159.77,USD,CN,CN,0,10,0.016,0.0138,1,1,1,damaged,5,True,electronics,0
29.93,AUD,FR,GB,1,8,0.2313,0.0327,3,1,3,wrong_item,8,False,electronics,0
82.07,AUD,DE,DE,0,4,0.2286,0.027,0,0,0,changed_mind,11,True,beauty,0
336.93,AUD,FR,CA,1,5,0.0983,0.03,1,1,1,damaged,12,True,home,0
64.45,AUD,GB,GB,0,14,0.0374,0.0612,0,1,0,damaged,14,True,electronics,0
151.9,USD,AU,CN,1,7,0.1743,0.0344,3,0,0,damaged,13,True,electronics,0
91.63,GBP,BR,FR,1,12,0.2768,0.0098,3,0,4,damaged,12,True,home,0
58.54,GBP,NG,NG,0,7,0.0453,0.0408,1,1,0,not_as_described,14,True,beauty,0
44.69,GBP,US,GB,1,4,0.0093,0.0173,2,1,1,not_as_described,14,True,clothing,0
86.79,CAD,DE,FR,1,5,0.047,0.0113,4,1,0,other,16,False,sports,0
65.56,AUD,BR,FR,1,8,0.058,0.0016,3,2,3,wrong_item,7,True,home,0
45.74,USD,IN,BR,1,7,0.1274,0.0151,2,1,2,changed_mind,15,True,clothing,0
317.48,GBP,DE,AU,1,6,0.178,0.0414,4,2,4,changed_mind,11,True,food,0
81.85,GBP,DE,DE,0,12,0.1511,0.0301,2,0,1,other,16,True,food,0
79.24,USD,CN,US,1,5,0.0572,0.0404,1,1,2,wrong_item,14,True,beauty,0
110.96,EUR,CA,AU,1,6,0.17,0.0262,1,2,0,damaged,10,True,home,0
256.66,USD,US,NG,1,10,0.1474,0.0242,1,3,0,not_as_described,18,True,sports,0
25.85,USD,FR,DE,1,15,0.0323,0.066,0,0,1,wrong_item,16,True,electronics,0
22.65,GBP,FR,GB,1,5,0.0444,0.0024,2,0,3,damaged,11,True,food,0
27.7,CAD,IN,GB,1,9,0.0799,0.0384,2,1,1,damaged,22,False,food,0
128.73,EUR,CA,GB,1,13,0.0097,0.0292,1,2,2,wrong_item,14,True,electronics,0
206.85,USD,CN,CN,0,6,0.2119,0.0089,3,1,3,not_as_described,15,True,clothing,0
105.86,EUR,AU,DE,1,6,0.0638,0.0356,2,2,2,damaged,14,True,electronics,0
43.89,USD,IN,CN,1,10,0.0754,0.0135,0,1,3,wrong_item,11,True,home,0
41.6,GBP,GB,CN,1,9,0.0631,0.0024,1,0,2,other,12,True,sports,0
31.26,AUD,CN,IN,1,7,0.1204,0.0101,0,2,0,wrong_item,10,True,clothing,0
57.69,AUD,AU,DE,1,9,0.0491,0.0654,2,1,0,other,16,True,clothing,0
316.37,AUD,GB,FR,1,3,0.0609,0.0252,2,0,0,wrong_item,12,True,food,0
13.97,CAD,CN,NG,1,4,0.0637,0.001,1,0,0,damaged,7,True,sports,0
419.02,CAD,CA,FR,1,6,0.1505,0.0105,2,0,1,changed_mind,12,True,electronics,0
8.53,CAD,IN,FR,1,4,0.1228,0.0663,1,1,1,damaged,14,True,beauty,0
35.96,GBP,DE,BR,1,8,0.057,0.0129,2,0,1,wrong_item,22,True,home,0
32.64,GBP,DE,NG,1,4,0.0926,0.0234,0,3,1,damaged,12,False,beauty,0
177.04,USD,US,AU,1,3,0.0867,0.0233,3,2,0,other,9,True,sports,0
46.62,CAD,IN,GB,1,4,0.0671,0.0116,3,1,1,not_as_described,14,True,food,0
24.02,USD,CN,US,1,6,0.2,0.0011,3,1,1,not_as_described,16,True,home,0
5.53,EUR,IN,US,1,6,0.0682,0.0134,2,2,1,changed_mind,15,True,beauty,0
107.84,GBP,FR,DE,1,7,0.1205,0.0055,1,1,2,wrong_item,15,True,beauty,0
335.49,AUD,IN,US,1,9,0.06,0.0007,2,0,3,wrong_item,9,True,home,0
37.9,USD,IN,BR,1,8,0.1664,0.0024,0,1,3,wrong_item,9,True,sports,0
89.47,AUD,DE,FR,1,7,0.3358,0.0229,3,2,2,damaged,10,True,food,0
65.55,USD,NG,CA,1,7,0.1734,0.0019,2,0,1,not_as_described,19,True,clothing,0
138.6,CAD,AU,NG,1,12,0.1729,0.0056,0,2,2,wrong_item,14,False,home,0
36.5,AUD,IN,CN,1,12,0.0488,0.062,1,4,0,changed_mind,14,True,clothing,0
98.96,EUR,CA,NG,1,12,0.1097,0.0077,2,2,1,damaged,11,True,food,0
32.16,USD,AU,CA,1,9,0.1086,0.0054,0,1,0,not_as_described,19,False,beauty,0
21.24,EUR,BR,DE,1,10,0.0694,0.0199,1,1,4,wrong_item,14,True,sports,0
33.28,CAD,GB,BR,1,10,0.0555,0.0125,2,1,0,damaged,7,False,home,0
77.51,EUR,CN,BR,1,9,0.0121,0.0178,1,2,1,wrong_item,24,True,clothing,0
14.15,EUR,DE,CN,1,3,0.0433,0.0007,2,1,1,changed_mind,15,True,clothing,0
38.36,EUR,GB,BR,1,7,0.1117,0.007,0,2,0,changed_mind,20,True,food,0
43.94,GBP,DE,FR,1,9,0.0919,0.059,2,1,0,not_as_described,17,False,home,0
25.49,GBP,BR,CA,1,5,0.0339,0.0001,1,1,0,not_as_described,25,True,electronics,0
31.44,USD,AU,BR,1,9,0.0987,0.0149,5,1,3,not_as_described,19,True,sports,0
128.47,AUD,CN,FR,1,8,0.225,0.0117,3,1,0,wrong_item,11,True,clothing,0
411.71,GBP,BR,FR,1,9,0.0752,0.0394,0,0,3,damaged,14,True,clothing,0
31.65,EUR,CA,AU,1,6,0.147,0.0003,2,1,0,other,12,True,clothing,0
178.93,USD,IN,NG,1,11,0.1905,0.0239,1,0,3,other,13,True,sports,1
78.81,USD,IN,FR,1,6,0.0782,0.0653,4,2,2,other,10,True,beauty,0
8.02,AUD,AU,NG,1,4,0.1655,0.1289,1,2,3,changed_mind,19,True,clothing,0
49.0,AUD,IN,CA,1,6,0.0585,0.01,3,4,3,not_as_described,4,True,home,0
32.08,CAD,NG,IN,1,8,0.1534,0.0153,2,2,1,damaged,14,True,food,0
61.31,GBP,FR,CN,1,7,0.0674,0.0421,2,1,3,wrong_item,9,True,home,0
173.99,CAD,DE,US,1,2,0.1434,0.017,4,0,1,not_as_described,14,True,clothing,0
27.94,USD,AU,BR,1,4,0.1029,0.0024,4,1,3,changed_mind,11,True,sports,0
57.39,EUR,CN,CN,0,7,0.1567,0.0067,1,2,1,other,15,True,home,0
96.68,EUR,IN,GB,1,7,0.0323,0.0113,0,1,3,damaged,15,False,clothing,0
68.56,GBP,CN,CN,0,6,0.0987,0.0022,0,1,0,changed_mind,16,True,food,0
23.33,EUR,CA,CA,0,11,0.2876,0.0509,1,1,2,other,14,True,clothing,1
335.06,CAD,AU,US,1,8,0.1876,0.0552,2,0,0,damaged,16,True,clothing,0
22.46,AUD,AU,GB,1,6,0.0094,0.0344,1,2,3,damaged,24,False,clothing,0
161.11,CAD,BR,CA,1,5,0.0502,0.0011,3,2,2,not_as_described,18,False,beauty,0
30.34,GBP,AU,US,1,8,0.0338,0.0117,0,2,1,other,17,True,clothing,0
533.52,GBP,DE,US,1,12,0.1428,0.0295,4,1,3,damaged,15,True,clothing,0
29.16,GBP,BR,NG,1,7,0.1847,0.0058,2,0,0,not_as_described,10,True,sports,0
12.42,AUD,FR,IN,1,1,0.0971,0.0137,2,1,0,not_as_described,13,True,beauty,0
84.16,USD,CA,FR,1,9,0.0474,0.0099,4,2,2,wrong_item,16,True,food,0
208.9,GBP,NG,NG,0,11,0.1624,0.0055,2,2,1,other,9,True,sports,0
69.83,CAD,US,NG,1,10,0.0806,0.024,2,2,0,not_as_described,18,True,sports,0
15.95,AUD,BR,CN,1,8,0.0592,0.0037,5,1,0,not_as_described,11,True,sports,0
77.32,CAD,GB,BR,1,10,0.0284,0.0109,2,2,2,damaged,16,True,beauty,0
95.79,EUR,US,BR,1,10,0.044,0.0019,3,2,1,not_as_described,15,False,clothing,0
21.87,GBP,NG,IN,1,14,0.1816,0.0117,1,1,4,wrong_item,13,False,beauty,0
4.59,CAD,CN,AU,1,10,0.066,0.0129,1,1,0,other,9,True,clothing,0
22.51,USD,US,GB,1,9,0.0231,0.0431,3,0,2,changed_mind,16,True,home,0
163.68,GBP,GB,BR,1,7,0.0265,0.0272,1,1,3,damaged,9,True,sports,0
26.51,USD,CA,US,1,5,0.1521,0.0123,2,3,2,other,14,True,beauty,0
93.5,GBP,NG,AU,1,7,0.032,0.0962,3,1,1,not_as_described,23,False,beauty,1
45.58,EUR,US,AU,1,5,0.1073,0.0334,1,2,1,wrong_item,16,True,beauty,0
111.55,GBP,BR,BR,0,9,0.0446,0.0069,3,0,0,not_as_described,15,True,home,0
59.47,CAD,BR,BR,0,10,0.0626,0.081,0,0,1,damaged,16,True,food,0
188.08,EUR,FR,AU,1,9,0.097,0.0313,3,1,0,other,15,True,sports,0
637.84,EUR,BR,FR,1,9,0.045,0.0013,1,1,1,other,11,True,home,0
55.02,USD,CA,BR,1,6,0.1706,0.0027,3,2,3,damaged,16,False,home,0
352.86,USD,GB,BR,1,8,0.1831,0.0104,2,3,2,wrong_item,12,True,electronics,0
57.87,USD,IN,FR,1,9,0.0715,0.0044,3,1,2,wrong_item,10,True,electronics,0
25.59,USD,FR,FR,0,6,0.1247,0.0074,2,0,1,not_as_described,19,True,beauty,0
54.05,GBP,DE,DE,0,5,0.0658,0.0318,2,0,3,changed_mind,8,True,sports,0
14.55,EUR,US,DE,1,6,0.0687,0.0181,6,2,2,damaged,19,True,home,0
37.46,CAD,CN,CA,1,5,0.0701,0.0741,2,1,1,not_as_described,12,False,clothing,0
20.2,EUR,AU,US,1,11,0.0425,0.0047,2,1,2,changed_mind,15,True,food,0
99.1,EUR,BR,DE,1,5,0.0555,0.055,1,0,1,not_as_described,11,True,sports,0
9.81,AUD,US,CA,1,7,0.0961,0.0272,2,0,1,changed_mind,14,True,electronics,0
41.13,AUD,GB,DE,1,15,0.0683,0.021,2,0,0,other,14,True,clothing,0
65.77,CAD,BR,FR,1,11,0.0579,0.0007,3,3,2,damaged,14,True,home,0
96.57,AUD,AU,BR,1,15,0.0136,0.0123,0,2,0,not_as_described,16,False,electronics,1
44.1,GBP,NG,IN,1,8,0.0613,0.0,0,1,0,not_as_described,12,True,beauty,0
71.8,AUD,NG,US,1,6,0.037,0.0808,2,1,1,wrong_item,14,True,food,0
17.55,USD,BR,CA,1,8,0.1507,0.004,1,0,0,changed_mind,16,True,sports,0
103.83,GBP,CN,FR,1,7,0.0212,0.06,1,3,2,wrong_item,13,True,food,0
34.68,GBP,US,IN,1,9,0.0385,0.04,0,0,3,wrong_item,10,True,food,0
53.19,CAD,US,FR,1,8,0.096,0.0259,3,3,0,damaged,16,True,home,0
46.32,AUD,CA,AU,1,15,0.0505,0.0266,1,1,1,not_as_described,18,True,electronics,0
21.59,AUD,GB,DE,1,7,0.0446,0.0104,6,4,1,changed_mind,15,True,clothing,0
35.41,GBP,IN,DE,1,10,0.0888,0.0233,2,0,2,wrong_item,20,True,electronics,0
39.24,AUD,NG,DE,1,13,0.2449,0.0101,2,0,1,wrong_item,13,True,home,0
131.05,EUR,AU,CN,1,14,0.0695,0.0124,2,4,0,not_as_described,13,True,electronics,0
52.41,EUR,NG,NG,0,7,0.041,0.0046,1,0,1,damaged,16,True,clothing,0
62.17,USD,FR,US,1,7,0.0222,0.0017,1,0,2,damaged,17,True,food,0
453.58,EUR,AU,IN,1,6,0.1507,0.0033,4,2,1,other,13,True,food,0
575.12,GBP,IN,DE,1,8,0.1155,0.003,2,2,3,other,17,True,beauty,0
13.79,EUR,CN,AU,1,11,0.0373,0.0096,2,0,4,wrong_item,11,True,food,0
17.93,AUD,DE,DE,0,3,0.0114,0.0013,3,1,1,wrong_item,12,True,sports,0
56.41,GBP,GB,CA,1,7,0.0311,0.0099,3,3,0,changed_mind,9,True,beauty,0
53.92,USD,CN,BR,1,6,0.0685,0.0046,3,0,1,damaged,17,True,clothing,0
40.71,AUD,AU,GB,1,12,0.0508,0.0227,3,0,2,changed_mind,13,True,beauty,0
37.34,EUR,BR,FR,1,4,0.1791,0.0007,1,0,3,wrong_item,16,True,electronics,1
22.76,EUR,GB,IN,1,6,0.0416,0.0191,2,0,1,other,10,True,electronics,0
50.85,EUR,IN,GB,1,7,0.0622,0.0151,2,0,2,wrong_item,15,True,food,0
10.52,EUR,NG,IN,1,7,0.0447,0.0131,1,2,2,wrong_item,19,True,beauty,0
72.24,CAD,IN,IN,0,10,0.0471,0.0072,2,1,2,changed_mind,23,False,beauty,0
134.4,AUD,GB,NG,1,9,0.201,0.0812,2,2,0,changed_mind,13,True,electronics,0
23.56,EUR,BR,IN,1,9,0.1774,0.0133,1,1,3,changed_mind,11,True,clothing,1
71.07,AUD,IN,BR,1,5,0.08,0.0187,0,2,0,wrong_item,19,True,food,0
189.35,GBP,FR,IN,1,5,0.0578,0.0003,3,2,2,wrong_item,7,True,home,0
16.87,GBP,FR,US,1,6,0.1701,0.0196,2,1,3,not_as_described,15,True,sports,0
76.5,AUD,NG,NG,0,13,0.0357,0.0409,3,1,0,wrong_item,14,True,beauty,0
111.42,USD,IN,CN,1,11,0.0345,0.0224,1,1,3,other,15,False,clothing,0
19.48,GBP,NG,NG,0,11,0.06,0.0199,0,2,0,damaged,18,True,beauty,0
559.36,EUR,IN,CN,1,8,0.0789,0.0683,0,0,0,not_as_described,17,True,beauty,0
39.07,USD,NG,IN,1,6,0.0595,0.0019,3,2,0,not_as_described,10,True,electronics,0
87.61,EUR,FR,GB,1,10,0.0181,0.0383,1,0,1,damaged,16,True,home,0
154.4,CAD,IN,BR,1,9,0.1422,0.0021,1,0,1,not_as_described,7,True,home,0
19.58,USD,GB,BR,1,7,0.1442,0.0555,1,0,1,damaged,12,True,beauty,0
161.69,CAD,IN,CN,1,8,0.187,0.0281,0,1,0,wrong_item,17,True,electronics,0
100.84,GBP,IN,AU,1,4,0.1341,0.0158,0,1,0,other,11,False,sports,0
417.78,CAD,IN,GB,1,3,0.0197,0.0026,0,1,3,other,14,True,beauty,0
139.78,USD,DE,CA,1,12,0.0614,0.0272,3,0,2,other,11,True,home,0
125.45,CAD,BR,AU,1,9,0.0274,0.0023,1,1,0,damaged,13,True,electronics,0
60.41,USD,NG,GB,1,7,0.027,0.0096,2,1,1,wrong_item,19,False,clothing,0
29.94,USD,DE,NG,1,8,0.0288,0.0041,2,1,0,wrong_item,7,True,food,0
17.54,GBP,US,FR,1,13,0.0199,0.0028,3,0,1,other,15,True,electronics,0
118.22,AUD,AU,FR,1,6,0.09,0.034,5,0,1,wrong_item,12,True,electronics,0
35.35,GBP,AU,CN,1,7,0.231,0.048,5,1,1,wrong_item,15,True,sports,0
63.49,CAD,IN,AU,1,8,0.0704,0.0446,3,0,1,damaged,10,True,electronics,0
65.88,AUD,GB,US,1,5,0.0545,0.0035,2,2,0,changed_mind,13,True,clothing,0
25.05,AUD,FR,AU,1,4,0.0446,0.0542,1,3,0,other,14,True,home,0
122.44,USD,IN,AU,1,7,0.1536,0.0002,0,1,2,other,18,True,food,0
33.76,GBP,US,CN,1,7,0.1146,0.0074,2,1,0,not_as_described,12,True,sports,0
42.64,CAD,DE,CA,1,3,0.0246,0.0086,2,0,1,not_as_described,13,True,home,0
120.76,EUR,DE,FR,1,5,0.0387,0.0081,0,1,1,changed_mind,11,True,beauty,0
166.14,USD,DE,BR,1,9,0.051,0.0528,1,2,3,wrong_item,7,True,food,0
54.84,CAD,AU,AU,0,7,0.13,0.0021,3,1,2,wrong_item,15,True,beauty,0
71.35,GBP,CA,IN,1,10,0.1383,0.0015,0,0,0,not_as_described,12,True,home,0
37.77,AUD,GB,GB,0,8,0.072,0.0375,1,1,0,changed_mind,14,True,beauty,0
10.03,EUR,AU,GB,1,10,0.1244,0.0007,1,0,0,not_as_described,16,True,sports,0
121.04,AUD,BR,NG,1,8,0.0833,0.0048,4,0,1,wrong_item,11,False,sports,0
27.95,CAD,CA,US,1,4,0.0675,0.0072,0,1,0,wrong_item,14,True,beauty,0
201.15,AUD,CA,AU,1,12,0.228,0.0265,2,0,0,changed_mind,10,False,food,0
288.07,CAD,GB,CA,1,9,0.0314,0.0391,4,0,3,not_as_described,11,True,home,0
16.36,EUR,NG,GB,1,6,0.1128,0.0328,1,2,1,wrong_item,12,True,clothing,0
43.95,USD,BR,US,1,4,0.1437,0.002,3,0,2,wrong_item,17,False,beauty,0
108.31,USD,CA,AU,1,7,0.0391,0.0184,1,1,1,wrong_item,20,True,beauty,0
46.77,GBP,DE,BR,1,6,0.0563,0.051,0,1,0,changed_mind,8,True,electronics,0
220.69,AUD,BR,FR,1,10,0.0243,0.0191,3,1,1,wrong_item,17,True,beauty,0
15.3,EUR,GB,AU,1,4,0.0412,0.0121,3,3,1,damaged,19,False,clothing,1
67.42,AUD,FR,DE,1,11,0.1291,0.003,5,1,2,wrong_item,20,True,sports,0
79.27,AUD,BR,CN,1,5,0.195,0.003,0,1,1,other,14,True,clothing,0
65.42,GBP,DE,AU,1,3,0.0219,0.0115,2,1,1,not_as_described,22,True,sports,0
14.42,AUD,CN,DE,1,3,0.0836,0.0079,6,0,2,other,15,True,sports,0
20.63,CAD,NG,CA,1,14,0.0426,0.0006,4,1,3,changed_mind,12,True,home,0
47.24,USD,US,CN,1,5,0.1029,0.0104,2,2,1,wrong_item,11,True,home,0
88.25,AUD,BR,IN,1,8,0.1224,0.0036,1,0,2,not_as_described,12,False,food,0
69.95,CAD,CN,US,1,8,0.0353,0.0172,1,1,2,not_as_described,14,True,home,0
296.99,AUD,US,NG,1,9,0.1458,0.0453,0,0,2,wrong_item,7,True,beauty,0
30.28,GBP,FR,BR,1,8,0.0242,0.0164,2,2,2,other,17,True,electronics,0
45.27,CAD,NG,NG,0,9,0.0352,0.0191,1,3,3,not_as_described,12,False,beauty,0
298.15,USD,DE,CN,1,7,0.1126,0.0051,2,0,1,changed_mind,16,True,electronics,0
39.11,AUD,FR,CA,1,6,0.0789,0.0124,3,2,1,other,14,True,electronics,0
30.92,CAD,DE,DE,0,7,0.0338,0.0652,3,0,1,damaged,14,True,beauty,0
142.11,EUR,FR,AU,1,8,0.1847,0.018,2,2,2,not_as_described,20,True,clothing,0
210.26,EUR,BR,BR,0,11,0.1824,0.0094,1,1,0,other,19,True,home,0
226.73,CAD,CN,GB,1,6,0.0307,0.0003,2,1,3,changed_mind,12,True,electronics,0
27.69,AUD,CN,BR,1,5,0.0632,0.0044,1,0,2,other,13,True,sports,0
495.24,GBP,IN,AU,1,7,0.0211,0.0675,2,1,1,changed_mind,17,False,home,0
82.22,CAD,AU,NG,1,9,0.1293,0.0179,3,1,4,changed_mind,10,True,electronics,0
106.53,EUR,CN,BR,1,10,0.1485,0.0078,0,0,0,changed_mind,14,False,home,0
42.59,USD,GB,AU,1,7,0.0454,0.0229,0,0,2,damaged,14,True,home,0
8.56,EUR,FR,GB,1,13,0.0847,0.0132,2,0,2,other,15,True,home,0
138.47,EUR,NG,GB,1,8,0.0483,0.0657,2,2,2,wrong_item,20,True,home,0
78.62,AUD,AU,NG,1,6,0.0209,0.0204,1,1,2,damaged,14,True,clothing,0
34.6,USD,US,GB,1,7,0.0949,0.0217,2,3,1,other,12,True,home,0
163.99,USD,GB,CN,1,8,0.1883,0.0073,3,1,2,not_as_described,9,True,electronics,1
12.54,CAD,FR,US,1,10,0.0335,0.0121,1,0,1,changed_mind,11,True,food,0
120.99,AUD,NG,BR,1,4,0.0787,0.0267,1,1,0,damaged,15,True,electronics,0
66.91,AUD,US,BR,1,4,0.0941,0.01,3,1,0,damaged,13,True,beauty,0
124.26,GBP,US,CA,1,6,0.1332,0.0034,1,0,2,wrong_item,16,True,food,0
105.69,AUD,BR,IN,1,8,0.064,0.0216,1,0,1,damaged,13,True,home,0
120.71,EUR,DE,BR,1,11,0.0435,0.018,1,1,3,other,12,True,electronics,0
120.95,AUD,FR,BR,1,5,0.0301,0.0243,2,2,0,damaged,12,True,sports,0
85.55,AUD,NG,DE,1,8,0.1168,0.0115,0,2,1,other,13,True,home,0
89.28,GBP,FR,BR,1,9,0.1161,0.012,2,2,1,not_as_described,6,True,electronics,0
28.41,AUD,GB,BR,1,4,0.0405,0.0087,3,4,2,other,10,True,food,0
239.37,GBP,US,US,0,8,0.1572,0.0014,2,0,2,not_as_described,12,True,food,0
52.36,GBP,CA,GB,1,3,0.1492,0.0131,0,1,0,changed_mind,16,True,home,0
65.08,CAD,FR,AU,1,16,0.0503,0.0095,0,0,3,other,17,True,sports,0
58.56,AUD,CA,DE,1,5,0.1283,0.0098,2,0,3,changed_mind,5,False,sports,0
170.73,EUR,AU,NG,1,6,0.1537,0.0364,4,1,3,changed_mind,15,True,food,0
