order_amount,currency,billing_country,shipping_country,country_mismatch,customer_total_orders,customer_refund_rate,customer_dispute_rate,device_reuse_count,ip_reuse_count,order_velocity_24h,is_fraud
82.93,CAD,BR,GB,1,9,0.1021,0.0168,0,0,2,0
197.4,AUD,CN,GB,1,7,0.0339,0.0103,4,3,2,0
54.05,GBP,NG,FR,1,4,0.0467,0.0271,5,0,1,0
36.17,CAD,IN,AU,1,8,0.0909,0.0098,2,1,3,0
120.22,GBP,DE,IN,1,7,0.0236,0.0301,2,0,4,0
24.68,USD,IN,FR,1,3,0.0825,0.0068,2,1,2,0
161.58,USD,DE,GB,1,8,0.0729,0.0446,4,1,1,0
161.23,EUR,DE,US,1,3,0.0975,0.0211,3,1,2,0
191.96,AUD,IN,BR,1,7,0.1639,0.0141,1,0,0,0
79.57,EUR,AU,CN,1,3,0.03,0.0265,3,1,0,0
33.57,GBP,AU,CA,1,7,0.0495,0.0128,0,1,1,0
60.9,GBP,DE,CA,1,8,0.147,0.0112,5,2,1,0
79.84,EUR,FR,DE,1,3,0.2075,0.0519,5,1,2,0
31.18,GBP,US,CA,1,9,0.0354,0.0188,2,1,1,0
207.08,CAD,IN,CA,1,7,0.0184,0.0024,0,0,3,0
97.52,AUD,AU,FR,1,11,0.0529,0.0363,3,1,2,0
22.37,CAD,CN,BR,1,6,0.1165,0.0123,0,0,2,0
358.84,AUD,AU,BR,1,11,0.0181,0.0527,1,0,1,0
60.18,GBP,FR,CN,1,9,0.1161,0.018,0,1,2,0
18.28,CAD,US,DE,1,6,0.085,0.0233,1,0,1,0
23.8,USD,GB,FR,1,7,0.1524,0.0557,3,0,2,0
241.72,USD,DE,DE,0,9,0.161,0.0279,4,0,3,0
338.66,AUD,DE,US,1,8,0.1081,0.0236,2,2,4,0
149.83,CAD,DE,DE,0,8,0.187,0.0155,1,1,2,0
204.24,USD,DE,CA,1,7,0.0726,0.0044,1,0,2,0
184.31,GBP,BR,FR,1,3,0.0257,0.0023,2,1,1,0
95.29,AUD,GB,GB,0,6,0.0254,0.0272,2,2,0,0
75.87,USD,DE,BR,1,9,0.0806,0.0001,1,1,0,0
93.68,GBP,GB,NG,1,14,0.0153,0.0259,2,1,0,0
113.98,AUD,DE,CN,1,4,0.1788,0.0239,2,3,1,0
26.01,AUD,IN,US,1,11,0.0853,0.0019,0,3,3,0
113.52,EUR,US,GB,1,10,0.0363,0.008,2,1,1,0
234.77,AUD,DE,CN,1,4,0.074,0.0099,1,0,3,0
44.42,CAD,US,NG,1,7,0.0214,0.0017,0,0,0,0
39.92,GBP,CN,AU,1,13,0.0434,0.0234,0,1,1,0
87.93,CAD,BR,DE,1,12,0.0311,0.0129,2,0,2,0
28.51,AUD,CA,AU,1,16,0.0929,0.0104,1,0,3,0
14.63,EUR,GB,AU,1,11,0.1082,0.0481,0,2,1,0
172.04,USD,US,NG,1,7,0.1216,0.0285,1,0,1,0
34.78,CAD,FR,AU,1,5,0.1541,0.0057,2,1,0,0
55.61,USD,BR,US,1,6,0.0302,0.0071,4,1,0,0
29.66,CAD,AU,IN,1,11,0.0477,0.0137,1,1,1,0
195.73,EUR,NG,BR,1,8,0.0802,0.0012,3,2,2,0
128.15,CAD,DE,CA,1,7,0.03,0.0172,0,1,2,0
42.92,CAD,CA,GB,1,5,0.0348,0.0103,2,0,0,0
16.78,USD,FR,GB,1,9,0.0268,0.1126,1,1,1,0
38.59,USD,CA,NG,1,8,0.1618,0.0284,4,1,4,0
96.56,CAD,CN,FR,1,12,0.1327,0.0067,2,0,1,0
65.93,GBP,GB,AU,1,9,0.1077,0.0077,1,1,2,0
60.89,USD,FR,CN,1,10,0.0942,0.015,1,2,0,0
67.47,AUD,AU,US,1,12,0.0416,0.0045,2,1,4,0
116.61,EUR,US,CA,1,7,0.0877,0.0093,2,3,2,0
52.36,AUD,FR,NG,1,8,0.0279,0.0411,1,2,2,0
85.63,USD,FR,AU,1,9,0.25,0.0014,2,2,0,0
20.35,EUR,CA,US,1,6,0.0543,0.0489,2,2,2,0
701.94,GBP,GB,BR,1,8,0.1979,0.0118,1,2,2,1
41.11,GBP,US,GB,1,6,0.06,0.0236,2,1,3,0
66.93,CAD,US,BR,1,10,0.1439,0.0183,4,0,2,0
96.2,USD,FR,BR,1,6,0.062,0.0232,3,1,3,0
36.21,EUR,US,NG,1,12,0.0589,0.0068,4,2,1,0
55.03,EUR,CN,FR,1,7,0.0112,0.1066,0,1,1,0
54.36,GBP,CA,CA,0,5,0.1039,0.0274,2,0,3,0
21.89,AUD,IN,NG,1,5,0.0817,0.0017,1,0,1,0
84.66,GBP,IN,AU,1,12,0.1282,0.033,2,0,1,0
10.49,AUD,FR,IN,1,5,0.0813,0.0137,2,0,2,0
315.04,EUR,NG,GB,1,8,0.1652,0.024,0,0,2,0
120.66,EUR,GB,IN,1,9,0.0232,0.015,2,0,0,0
103.45,USD,CA,AU,1,11,0.0414,0.0036,4,2,4,0
9.62,EUR,CA,CA,0,11,0.1891,0.0129,5,0,2,0
24.72,EUR,GB,BR,1,12,0.1144,0.0213,0,0,2,0
219.06,EUR,CA,GB,1,10,0.159,0.0164,1,0,0,0
3467.68,CAD,DE,BR,1,8,0.1831,0.0217,3,0,5,0
180.31,GBP,BR,CN,1,9,0.0438,0.0354,2,1,0,0
154.0,CAD,DE,AU,1,5,0.0494,0.008,3,2,0,0
92.29,USD,NG,GB,1,8,0.1451,0.0196,3,1,1,0
23.39,AUD,BR,AU,1,8,0.0676,0.0098,1,0,0,0
147.7,USD,CN,AU,1,6,0.0743,0.0043,0,0,2,0
18.15,USD,GB,AU,1,5,0.044,0.0057,3,2,4,0
16.27,GBP,CN,CA,1,9,0.0851,0.0248,1,1,2,0
15.28,CAD,IN,IN,0,11,0.0625,0.0159,2,0,2,1
144.85,EUR,CN,CA,1,9,0.0595,0.0512,8,0,2,0
51.55,USD,DE,AU,1,8,0.0421,0.003,3,0,0,0
60.39,AUD,CN,AU,1,11,0.0394,0.0037,1,1,1,0
53.76,AUD,AU,IN,1,4,0.1663,0.0562,2,0,0,0
17.71,CAD,US,BR,1,5,0.1507,0.0017,0,1,2,0
27.92,EUR,FR,NG,1,10,0.0436,0.0038,2,0,0,0
29.36,GBP,GB,BR,1,12,0.0281,0.0056,0,3,0,0
13.39,CAD,CN,BR,1,9,0.1305,0.0024,1,0,1,0
32.98,GBP,DE,NG,1,11,0.0959,0.0037,2,1,0,0
18.52,USD,CA,CA,0,4,0.0521,0.0034,2,1,2,0
97.29,AUD,AU,CA,1,9,0.0737,0.0022,1,0,1,0
105.74,AUD,FR,AU,1,10,0.026,0.0028,1,0,0,0
14.97,USD,US,FR,1,7,0.0242,0.0613,4,2,1,1
40.58,CAD,NG,BR,1,10,0.0128,0.0147,3,1,2,0
349.34,AUD,NG,US,1,9,0.0754,0.0083,0,4,2,0
20.48,GBP,BR,GB,1,5,0.1255,0.0138,3,0,0,0
83.65,USD,IN,BR,1,12,0.1099,0.0092,2,0,0,0
60.67,CAD,FR,NG,1,7,0.0677,0.0009,2,1,0,0
162.86,AUD,AU,DE,1,3,0.0381,0.0085,0,4,4,0
73.37,EUR,AU,DE,1,10,0.1711,0.0064,2,2,3,0
35.47,USD,GB,AU,1,15,0.1084,0.01,0,5,0,0
58.37,EUR,US,FR,1,9,0.0622,0.0268,0,1,2,0
59.23,AUD,CA,GB,1,7,0.0073,0.0108,5,0,1,0
49.81,GBP,FR,AU,1,12,0.1027,0.0035,1,0,2,0
14.6,USD,GB,NG,1,5,0.1877,0.0293,1,3,0,0
189.25,GBP,GB,BR,1,8,0.0591,0.0329,2,1,1,0
158.61,AUD,NG,NG,0,9,0.022,0.0046,0,0,0,0
19.22,USD,DE,IN,1,6,0.0657,0.0118,3,1,0,0
40.42,GBP,AU,NG,1,12,0.0365,0.0669,0,0,3,0
43.59,EUR,AU,CA,1,6,0.086,0.0237,2,1,3,0
17.18,USD,BR,US,1,6,0.0359,0.0133,0,0,0,0
8.44,GBP,BR,GB,1,8,0.1504,0.0017,1,2,2,0
27.92,CAD,CA,CN,1,7,0.0476,0.0394,1,1,2,0
38.23,CAD,NG,IN,1,8,0.0489,0.0139,5,2,0,0
12.92,USD,DE,CA,1,7,0.1365,0.0401,0,0,2,0
65.17,USD,NG,NG,0,7,0.1902,0.0145,1,0,1,0
174.66,GBP,FR,DE,1,7,0.041,0.0142,2,1,0,0
126.74,EUR,GB,AU,1,6,0.0654,0.0159,2,3,3,0
48.1,EUR,BR,CA,1,13,0.1069,0.0189,2,0,3,0
8.67,GBP,US,US,0,9,0.2684,0.0203,2,2,0,0
111.69,CAD,BR,CA,1,9,0.0519,0.0197,0,0,2,0
63.21,GBP,US,CA,1,8,0.2189,0.0111,3,1,2,0
83.46,AUD,CA,AU,1,6,0.039,0.0021,2,0,3,0
378.46,USD,IN,US,1,6,0.1465,0.0032,0,0,3,0
23.93,GBP,CN,CA,1,10,0.1339,0.0027,3,0,0,0
3.08,GBP,FR,AU,1,4,0.1419,0.0068,4,1,3,0
19.04,CAD,GB,DE,1,13,0.1039,0.0464,4,0,2,1
88.77,GBP,CA,IN,1,11,0.112,0.0044,2,1,1,0
56.09,AUD,NG,IN,1,7,0.1439,0.0104,2,2,1,0
16.19,AUD,BR,CN,1,8,0.0823,0.0134,3,0,2,0
13.2,CAD,GB,NG,1,6,0.1062,0.0165,2,0,1,0
38.3,EUR,DE,CA,1,6,0.1271,0.0063,2,1,0,0
15.7,EUR,CA,IN,1,6,0.0486,0.022,2,1,0,0
91.89,GBP,GB,IN,1,5,0.2004,0.0367,1,1,1,0
36.18,GBP,NG,AU,1,4,0.0465,0.0034,2,1,4,0
29.16,USD,IN,BR,1,6,0.1532,0.0657,1,2,0,0
25.58,EUR,GB,GB,0,9,0.0403,0.0077,0,1,1,0
71.03,AUD,IN,DE,1,10,0.0609,0.0322,2,1,1,0
56.97,GBP,FR,NG,1,4,0.0147,0.0115,2,2,2,0
66.82,AUD,US,NG,1,6,0.0317,0.0071,1,2,0,0
65.37,EUR,FR,US,1,12,0.0522,0.0156,5,0,4,0
50.8,AUD,GB,FR,1,14,0.0812,0.0031,3,0,2,0
19.43,AUD,CA,CA,0,6,0.1231,0.0399,1,0,2,0
26.3,EUR,NG,GB,1,7,0.0417,0.0108,2,1,2,0
36.79,CAD,BR,US,1,12,0.0391,0.0062,3,1,3,0
430.61,AUD,GB,AU,1,4,0.1415,0.0003,1,2,3,0
14.17,CAD,NG,IN,1,6,0.0935,0.0167,2,0,1,0
35.91,AUD,AU,AU,0,9,0.0489,0.0001,1,2,0,0
60.24,USD,NG,DE,1,10,0.0484,0.005,1,4,0,0
40.31,USD,BR,BR,0,5,0.0324,0.0,3,0,0,0
159.81,USD,DE,IN,1,8,0.0039,0.0095,0,0,1,0
40.11,EUR,AU,CN,1,2,0.0149,0.0323,2,5,1,0
43.18,CAD,AU,DE,1,4,0.2055,0.0159,2,1,2,0
123.3,AUD,BR,CA,1,10,0.1802,0.0052,3,2,2,1
333.86,GBP,CA,FR,1,3,0.11,0.0642,4,1,2,0
223.07,GBP,DE,AU,1,14,0.0266,0.0011,0,2,2,0
47.62,AUD,CA,FR,1,10,0.0139,0.0398,2,2,1,0
51.96,GBP,CA,NG,1,15,0.1742,0.0018,2,2,3,0
57.21,GBP,GB,US,1,13,0.0467,0.0089,3,0,0,0
63.24,USD,US,AU,1,6,0.0852,0.0271,3,0,2,0
23.4,EUR,CN,FR,1,7,0.0209,0.0178,5,1,1,0
139.29,CAD,US,CA,1,5,0.133,0.0237,2,1,0,0
67.13,CAD,NG,IN,1,6,0.0378,0.0402,0,0,2,0
52.2,GBP,US,NG,1,8,0.0794,0.0443,1,1,1,0
15.32,CAD,BR,AU,1,5,0.1872,0.0374,3,0,2,0
58.11,CAD,DE,US,1,8,0.0879,0.0091,2,1,2,0
8.22,USD,AU,US,1,7,0.1025,0.0053,2,3,1,0
30.52,AUD,CA,FR,1,7,0.0636,0.0209,3,2,3,0
31.09,CAD,FR,IN,1,11,0.1709,0.0035,2,1,1,0
72.75,EUR,FR,DE,1,11,0.2338,0.0103,1,1,2,0
357.76,EUR,AU,DE,1,9,0.0545,0.0091,3,0,1,0
96.73,AUD,DE,NG,1,6,0.0394,0.0013,1,1,3,0
232.39,EUR,AU,US,1,7,0.0459,0.025,3,0,1,0
104.09,USD,NG,US,1,12,0.0672,0.0593,2,0,3,0
168.18,USD,FR,GB,1,11,0.0733,0.0072,1,0,2,0
349.72,EUR,DE,CN,1,9,0.0641,0.005,1,1,2,0
26.26,CAD,GB,FR,1,9,0.1247,0.0511,0,1,1,0
24.6,GBP,DE,GB,1,4,0.1602,0.081,1,1,3,0
106.57,CAD,GB,DE,1,6,0.1457,0.003,1,0,2,0
54.4,EUR,GB,CN,1,12,0.2732,0.0063,2,1,0,0
68.06,EUR,CN,IN,1,9,0.0613,0.0246,1,1,1,0
42.58,GBP,US,CA,1,4,0.0473,0.0742,3,0,1,0
30.08,CAD,FR,CA,1,9,0.1064,0.047,1,1,2,0
276.1,GBP,NG,US,1,9,0.0117,0.0051,4,1,1,0
18.18,CAD,CN,BR,1,5,0.0792,0.0156,0,1,2,0
108.46,USD,GB,GB,0,10,0.0368,0.0154,0,2,1,0
92.22,GBP,GB,CA,1,8,0.2094,0.0095,1,1,4,0
11.26,GBP,DE,DE,0,6,0.0735,0.0054,0,0,4,0
23.79,USD,AU,IN,1,11,0.031,0.0086,4,1,1,0
28.14,EUR,CN,IN,1,8,0.1358,0.0042,3,0,2,0
96.02,EUR,CA,BR,1,5,0.045,0.043,2,0,2,0
37.82,GBP,GB,CA,1,3,0.0392,0.0076,3,0,1,0
50.12,USD,CA,DE,1,7,0.1049,0.0219,0,3,0,0
12.71,EUR,NG,DE,1,10,0.0675,0.0055,1,1,1,0
558.87,AUD,US,US,0,11,0.0951,0.0236,3,0,3,0
58.63,USD,DE,BR,1,9,0.2913,0.0342,2,0,0,0
89.93,AUD,GB,AU,1,6,0.059,0.0313,5,2,1,0
31.8,GBP,GB,FR,1,7,0.0359,0.0323,0,1,2,0
28.43,USD,CN,CN,0,10,0.0327,0.0035,0,1,0,0
369.7,GBP,US,GB,1,7,0.0992,0.0107,2,3,0,0
8.03,GBP,DE,CN,1,4,0.0943,0.0067,3,2,0,0
72.14,EUR,CN,IN,1,3,0.0754,0.0134,1,0,1,0
16.26,EUR,IN,CA,1,10,0.0591,0.0056,2,0,1,0
36.42,CAD,US,IN,1,9,0.0646,0.0028,2,3,1,0
28.84,USD,FR,BR,1,7,0.0468,0.0111,0,0,0,0
20.37,AUD,CN,DE,1,8,0.0321,0.0075,3,2,1,0
56.57,EUR,FR,DE,1,15,0.1254,0.0013,0,0,0,0
4.19,EUR,AU,NG,1,6,0.0397,0.0196,1,2,2,0
39.83,USD,AU,GB,1,9,0.0958,0.0221,1,3,3,0
49.88,AUD,IN,US,1,11,0.0738,0.0022,1,0,3,0
14.02,EUR,GB,IN,1,6,0.1161,0.0052,0,0,1,0
247.95,AUD,NG,CN,1,9,0.0194,0.0113,4,0,2,0
30.13,EUR,CN,AU,1,7,0.0716,0.0685,1,1,1,0
43.06,USD,GB,GB,0,10,0.1429,0.0416,1,3,3,0
30.2,GBP,NG,AU,1,6,0.0924,0.0323,2,0,2,0
50.32,GBP,NG,CA,1,5,0.1714,0.0022,0,0,1,0
201.98,GBP,BR,NG,1,7,0.0906,0.0456,3,1,2,0
647.43,AUD,DE,IN,1,10,0.0189,0.0021,2,0,0,0
115.08,GBP,FR,DE,1,6,0.093,0.0042,3,1,1,0
162.06,CAD,NG,IN,1,5,0.2238,0.0029,1,4,2,0
303.82,EUR,GB,IN,1,3,0.0537,0.0144,1,1,1,0
70.03,USD,NG,IN,1,8,0.0962,0.0129,1,0,0,0
262.5,GBP,CN,DE,1,8,0.1264,0.0048,3,1,1,0
120.59,GBP,IN,AU,1,12,0.187,0.0305,4,1,1,0
63.05,GBP,DE,US,1,6,0.0412,0.045,2,1,0,0
77.5,CAD,AU,FR,1,7,0.1057,0.0632,1,0,1,0
8.83,AUD,US,DE,1,6,0.0306,0.0271,1,1,3,0
73.12,USD,CN,AU,1,6,0.146,0.0198,3,3,1,0
11.66,USD,DE,CN,1,5,0.051,0.0137,1,0,1,0
10.75,EUR,US,CN,1,5,0.057,0.0338,2,0,2,0
66.21,GBP,BR,FR,1,9,0.1305,0.0135,4,1,1,0
17.92,USD,IN,IN,0,6,0.0912,0.0004,1,1,3,0
54.21,USD,IN,GB,1,11,0.0951,0.0088,3,1,3,0
62.7,GBP,US,FR,1,10,0.1312,0.0233,7,2,2,0
65.57,EUR,BR,IN,1,2,0.0561,0.0135,0,0,4,0
22.11,AUD,IN,IN,0,13,0.0425,0.0018,2,0,1,0
134.11,GBP,BR,CN,1,4,0.1706,0.0423,3,0,2,0
49.94,AUD,NG,FR,1,11,0.3704,0.0096,3,1,2,0
84.87,CAD,CA,CN,1,10,0.1067,0.01,3,2,1,0
16.5,GBP,CA,CN,1,14,0.1349,0.033,1,2,0,0
45.68,AUD,CN,AU,1,4,0.0933,0.0053,1,2,2,0
163.58,AUD,AU,US,1,6,0.0828,0.0088,2,1,1,0
144.05,GBP,FR,DE,1,4,0.054,0.0047,1,0,0,0
24.6,AUD,CA,BR,1,5,0.1301,0.0013,2,1,2,0
31.64,EUR,IN,AU,1,9,0.1629,0.0225,1,1,1,0
20.31,EUR,BR,CN,1,4,0.0801,0.027,2,3,3,0
28.32,CAD,US,NG,1,9,0.1387,0.0168,0,0,3,0
13.48,CAD,AU,US,1,7,0.136,0.0077,1,1,3,0
47.55,EUR,CN,NG,1,11,0.1621,0.0001,0,0,2,0
102.84,CAD,CA,DE,1,8,0.0171,0.0238,2,1,0,0
24.9,GBP,CA,NG,1,5,0.0335,0.0162,5,1,2,0
49.87,GBP,NG,AU,1,10,0.0395,0.0281,4,0,1,0
43.79,AUD,US,FR,1,6,0.0384,0.0112,3,0,2,0
156.82,USD,DE,US,1,4,0.061,0.0917,0,2,1,0
29.62,GBP,FR,GB,1,5,0.2204,0.0137,0,1,2,0
30.72,EUR,BR,AU,1,14,0.0284,0.002,1,1,1,0
23.43,GBP,GB,AU,1,5,0.0732,0.0313,2,0,3,0
17.51,USD,FR,AU,1,6,0.1277,0.0049,2,1,1,0
92.68,USD,GB,GB,0,8,0.0957,0.0289,1,2,0,0
47.7,CAD,BR,AU,1,5,0.0527,0.0499,1,2,4,0
57.67,USD,IN,US,1,8,0.1104,0.0201,2,1,1,0
195.32,GBP,FR,GB,1,8,0.057,0.0096,0,0,5,0
206.87,AUD,DE,FR,1,8,0.0226,0.014,1,3,0,0
10.53,AUD,GB,IN,1,9,0.1128,0.0074,0,0,2,0
104.36,USD,CN,IN,1,9,0.1049,0.0169,1,2,2,0
68.42,AUD,IN,CN,1,9,0.0803,0.0168,3,1,0,0
34.41,EUR,DE,NG,1,10,0.1416,0.0084,6,1,3,0
75.77,USD,FR,DE,1,6,0.155,0.0255,4,0,1,0
9.71,GBP,BR,BR,0,3,0.1662,0.0155,1,3,4,1
235.72,GBP,BR,US,1,2,0.2249,0.0022,2,0,2,0
91.37,EUR,FR,NG,1,14,0.2368,0.0375,3,1,1,0
22.98,GBP,DE,DE,0,9,0.0491,0.0095,1,0,1,0
30.4,USD,IN,BR,1,13,0.3261,0.0397,1,1,1,0
9.94,EUR,IN,CN,1,8,0.0207,0.0074,2,3,2,0
39.89,USD,AU,BR,1,8,0.089,0.0172,3,3,0,0
33.69,AUD,US,CN,1,5,0.151,0.0416,1,1,2,0
14.51,GBP,FR,US,1,12,0.0195,0.001,6,0,0,0
118.71,GBP,IN,GB,1,6,0.1682,0.0031,2,0,1,0
195.74,GBP,CN,IN,1,13,0.0689,0.0033,1,2,2,0
53.12,AUD,AU,AU,0,8,0.0388,0.0027,2,0,1,0
40.22,CAD,DE,GB,1,6,0.0125,0.0098,1,3,1,0
84.35,CAD,AU,BR,1,6,0.1958,0.0404,3,1,1,0
53.54,EUR,GB,US,1,8,0.0421,0.0361,2,0,0,0
18.5,EUR,US,CN,1,7,0.0733,0.0364,0,3,1,0
28.43,AUD,IN,GB,1,4,0.0821,0.005,1,2,2,0
40.59,AUD,CN,FR,1,6,0.0748,0.0097,1,1,3,0
69.98,EUR,NG,NG,0,10,0.0243,0.0002,1,3,2,0
55.11,EUR,AU,AU,0,8,0.0923,0.0314,4,0,4,0
67.38,EUR,US,BR,1,7,0.0976,0.0093,1,0,3,0
11.88,CAD,CN,BR,1,6,0.0576,0.0027,1,2,1,0
106.19,AUD,FR,CN,1,9,0.0761,0.0224,3,1,2,0
54.78,AUD,CA,FR,1,8,0.0805,0.0043,0,0,1,0
701.14,AUD,NG,CN,1,7,0.0772,0.0288,2,0,2,1
37.05,EUR,BR,AU,1,8,0.0922,0.0,2,0,1,0
75.45,EUR,BR,NG,1,2,0.0858,0.0116,1,1,1,0
924.47,AUD,CA,BR,1,10,0.0671,0.0172,4,1,0,0
66.29,EUR,CN,GB,1,12,0.074,0.0377,4,1,0,0
51.03,EUR,FR,IN,1,13,0.0183,0.0497,1,3,4,0
20.35,AUD,AU,NG,1,4,0.1144,0.0214,1,2,1,0
251.71,GBP,BR,GB,1,3,0.1316,0.0054,1,1,3,0
17.13,USD,IN,NG,1,13,0.0389,0.0053,2,1,0,1
83.69,AUD,GB,GB,0,7,0.0731,0.0008,3,1,2,0
34.0,EUR,DE,NG,1,6,0.0209,0.0448,4,1,1,0
45.18,EUR,DE,BR,1,6,0.1262,0.038,2,0,1,0
13.15,GBP,CN,GB,1,7,0.0441,0.0265,0,0,0,0
209.17,EUR,BR,BR,0,8,0.1928,0.0015,2,1,4,0
41.36,AUD,DE,GB,1,5,0.1108,0.0164,1,0,2,0
16.2,CAD,BR,AU,1,8,0.0395,0.0575,3,1,0,0
191.08,GBP,BR,CN,1,12,0.0529,0.0114,3,1,1,0
32.98,EUR,DE,CA,1,9,0.0481,0.0109,2,3,2,0
76.29,GBP,FR,GB,1,9,0.1005,0.0278,2,1,2,0
126.65,EUR,NG,FR,1,9,0.0434,0.0059,3,0,2,0
87.71,AUD,AU,DE,1,8,0.0763,0.01,1,1,3,0
6.07,CAD,GB,US,1,6,0.1073,0.0028,4,0,4,0
109.44,USD,BR,FR,1,3,0.1331,0.0234,3,1,0,0
49.37,GBP,AU,CA,1,9,0.0917,0.0197,4,1,0,0
39.29,CAD,AU,GB,1,13,0.061,0.0115,1,1,2,0
48.96,GBP,BR,CA,1,5,0.2026,0.0306,2,3,0,1
10.91,USD,CN,US,1,11,0.0651,0.0746,4,1,1,0
66.17,USD,DE,CN,1,5,0.0381,0.0308,5,1,1,0
13.95,CAD,FR,CN,1,12,0.0479,0.0113,3,2,1,0
41.02,GBP,GB,DE,1,8,0.01,0.037,1,1,0,0
63.83,GBP,IN,NG,1,5,0.1554,0.0182,2,1,2,0
159.82,EUR,FR,FR,0,6,0.0384,0.0723,1,0,1,0
24.06,EUR,DE,CN,1,9,0.0575,0.0008,1,1,1,0
233.13,GBP,IN,GB,1,8,0.1109,0.0036,1,2,1,0
140.73,GBP,FR,CA,1,8,0.0441,0.0161,1,0,0,0
35.54,GBP,FR,BR,1,5,0.0193,0.0115,3,0,3,0
18.02,AUD,FR,CA,1,9,0.021,0.0012,2,1,1,0
12.89,USD,CA,NG,1,7,0.0486,0.0386,5,0,0,1
71.65,GBP,GB,FR,1,6,0.0644,0.0376,2,1,1,0
26.12,EUR,NG,FR,1,9,0.1424,0.0156,5,1,1,0
181.16,USD,US,FR,1,8,0.223,0.0259,3,2,0,0
27.67,GBP,DE,BR,1,7,0.1266,0.0156,1,0,5,0
22.18,USD,IN,US,1,5,0.1475,0.0016,1,0,0,0
68.97,EUR,GB,BR,1,8,0.059,0.0018,3,2,1,0
27.49,CAD,IN,BR,1,4,0.086,0.0381,3,1,1,0
55.07,EUR,BR,NG,1,5,0.0622,0.0105,4,1,2,0
146.35,CAD,IN,CN,1,6,0.085,0.0039,2,0,1,1
61.39,EUR,DE,BR,1,7,0.0654,0.0198,2,1,0,0
61.62,GBP,US,AU,1,9,0.019,0.0052,4,2,0,0
67.03,AUD,NG,FR,1,5,0.0557,0.002,0,1,1,0
10.04,EUR,DE,DE,0,11,0.2402,0.0004,1,2,1,0
80.79,GBP,NG,NG,0,7,0.1168,0.0019,3,0,3,0
64.07,CAD,GB,DE,1,10,0.0157,0.0043,2,1,2,0
133.34,EUR,GB,AU,1,5,0.047,0.0123,2,0,3,0
100.06,EUR,BR,US,1,8,0.1553,0.0314,1,1,1,0
44.61,CAD,CN,DE,1,10,0.0889,0.0405,1,0,3,0
153.3,USD,NG,CA,1,9,0.0942,0.0024,2,3,2,0
40.75,EUR,BR,FR,1,10,0.0349,0.0,6,1,1,0
69.91,GBP,CA,AU,1,12,0.1848,0.0069,5,0,1,0
40.0,EUR,CN,BR,1,6,0.0758,0.0041,0,0,0,0
86.64,GBP,IN,FR,1,6,0.1261,0.0249,2,1,2,0
37.47,CAD,GB,GB,0,6,0.1444,0.0056,2,1,1,0
283.6,AUD,GB,AU,1,15,0.1169,0.0047,2,2,0,0
410.49,CAD,NG,US,1,10,0.1369,0.0286,2,0,1,0
130.84,GBP,CA,NG,1,4,0.2499,0.0138,2,2,0,0
255.01,CAD,BR,BR,0,6,0.1314,0.0021,4,4,1,0
11.71,EUR,GB,CA,1,16,0.0536,0.0337,2,2,0,0
13.18,GBP,CA,CA,0,8,0.0394,0.0015,5,1,0,0
39.58,AUD,CA,US,1,9,0.1562,0.023,2,2,3,0
56.9,USD,CA,DE,1,5,0.0919,0.0754,0,0,0,0
44.78,EUR,IN,US,1,10,0.0146,0.0354,2,0,1,0
10.57,EUR,CN,CN,0,12,0.0594,0.0296,2,3,2,0
172.71,AUD,CN,GB,1,5,0.2324,0.032,2,0,0,0
470.69,EUR,BR,IN,1,9,0.0561,0.0141,3,0,1,1
196.56,EUR,CA,AU,1,7,0.0298,0.0265,2,0,1,0
161.66,AUD,CN,CA,1,8,0.0864,0.0175,4,1,3,0
68.45,AUD,AU,NG,1,5,0.0385,0.0134,2,0,1,0
23.5,USD,AU,GB,1,7,0.0931,0.0448,1,2,2,0
58.71,AUD,BR,NG,1,7,0.0602,0.0177,1,1,2,0
448.36,CAD,BR,BR,0,6,0.0827,0.018,1,2,3,0
38.4,AUD,CN,IN,1,5,0.0779,0.0224,4,1,2,0
34.64,USD,AU,NG,1,9,0.1081,0.0171,2,1,2,0
165.22,USD,IN,FR,1,6,0.1947,0.0259,0,0,0,0
176.56,EUR,BR,CA,1,11,0.1788,0.0211,3,2,2,0
23.39,AUD,CA,GB,1,10,0.141,0.0143,0,3,2,0
42.04,GBP,DE,CN,1,7,0.0336,0.0843,1,3,3,0
33.05,CAD,IN,FR,1,9,0.0387,0.0193,2,2,2,0
58.54,EUR,US,NG,1,8,0.1219,0.0185,4,1,2,0
164.63,EUR,DE,DE,0,8,0.023,0.0213,4,1,3,0
24.43,AUD,BR,CN,1,5,0.0541,0.0054,2,1,1,0
162.34,GBP,CN,NG,1,8,0.1043,0.0008,3,0,4,0
60.44,CAD,AU,DE,1,11,0.1559,0.0243,1,1,2,0
559.02,CAD,DE,FR,1,6,0.1152,0.0025,2,2,1,0
75.1,USD,FR,BR,1,9,0.116,0.0259,2,0,2,0
49.55,AUD,IN,CA,1,7,0.1108,0.0375,6,2,4,0
97.0,AUD,AU,US,1,13,0.0512,0.0329,3,0,2,0
38.97,CAD,US,CA,1,10,0.1552,0.0184,3,1,4,0
9.07,GBP,AU,AU,0,10,0.0749,0.0527,1,4,1,0
42.93,GBP,FR,GB,1,7,0.0647,0.0042,2,2,2,0
42.25,EUR,BR,DE,1,6,0.0906,0.0043,0,3,0,0
