order_amount,currency,billing_country,shipping_country,country_mismatch,customer_total_orders,customer_refund_rate,customer_dispute_rate,device_reuse_count,ip_reuse_count,order_velocity_24h,is_returned
54.04,AUD,US,AU,1,8,0.033,0.0022,2,2,1,0
8.84,AUD,US,BR,1,6,0.1323,0.0102,1,3,2,0
17.06,CAD,FR,FR,0,8,0.0964,0.067,1,3,5,0
13.95,GBP,AU,DE,1,15,0.0432,0.0195,1,2,3,0
97.56,CAD,AU,FR,1,14,0.0549,0.0108,1,1,2,0
71.46,CAD,DE,BR,1,3,0.0639,0.0013,1,2,4,1
10.23,AUD,IN,GB,1,9,0.1054,0.0083,2,1,1,0
93.85,CAD,DE,US,1,7,0.1023,0.0338,4,1,0,0
67.03,CAD,NG,AU,1,8,0.0982,0.0375,2,0,2,0
47.18,AUD,CN,NG,1,5,0.0832,0.0248,2,0,2,0
51.19,GBP,AU,DE,1,12,0.1176,0.0049,4,1,2,1
174.03,EUR,AU,DE,1,7,0.09,0.0193,0,3,2,0
30.46,CAD,AU,US,1,9,0.271,0.0019,3,1,2,0
245.92,GBP,IN,BR,1,8,0.1318,0.0012,1,0,2,0
22.89,AUD,NG,GB,1,10,0.0518,0.0372,1,1,1,0
42.5,USD,DE,CN,1,2,0.145,0.0395,0,1,0,0
40.28,GBP,BR,CN,1,8,0.0184,0.0035,3,0,2,0
553.2,GBP,BR,NG,1,7,0.0773,0.0013,1,0,2,0
41.9,USD,FR,CN,1,12,0.042,0.0221,1,1,1,0
105.22,USD,IN,BR,1,13,0.1319,0.0933,2,0,2,0
34.28,AUD,AU,GB,1,11,0.033,0.0054,0,2,1,0
56.24,CAD,CN,CA,1,9,0.0579,0.1047,3,3,2,0
114.34,AUD,CA,CN,1,6,0.0638,0.0103,0,4,0,0
16.05,AUD,FR,NG,1,7,0.0237,0.0008,2,0,2,0
45.44,GBP,IN,CN,1,9,0.0549,0.0108,3,2,2,0
49.33,CAD,DE,US,1,9,0.0833,0.0963,2,2,2,0
67.26,AUD,US,CN,1,16,0.0626,0.0168,2,1,2,0
895.85,AUD,US,NG,1,6,0.0791,0.002,2,2,2,0
20.64,AUD,US,CA,1,4,0.1952,0.0066,4,1,1,0
20.01,USD,US,DE,1,8,0.1091,0.0012,1,0,1,0
29.02,EUR,US,US,0,10,0.085,0.0272,4,2,3,0
33.41,EUR,FR,IN,1,11,0.0637,0.0276,4,0,2,0
83.58,USD,CA,IN,1,8,0.1598,0.015,2,1,1,0
291.68,CAD,GB,CN,1,6,0.1592,0.0069,3,2,1,0
76.18,EUR,AU,CA,1,9,0.0047,0.0257,1,2,0,0
448.17,CAD,DE,AU,1,5,0.0394,0.0217,2,2,1,1
7.3,GBP,DE,CN,1,7,0.0588,0.0515,1,0,3,0
23.85,GBP,AU,AU,0,4,0.0755,0.0079,2,0,0,1
103.2,EUR,AU,CA,1,11,0.0427,0.0097,1,0,0,0
22.21,GBP,DE,CN,1,5,0.1237,0.0135,1,0,3,1
70.46,EUR,FR,BR,1,6,0.0716,0.017,2,0,1,0
171.27,CAD,NG,BR,1,14,0.0186,0.0114,4,1,0,0
79.66,CAD,BR,IN,1,8,0.0998,0.02,0,1,0,0
448.69,EUR,CN,AU,1,6,0.0433,0.0287,3,0,0,0
13.73,USD,US,DE,1,7,0.2511,0.0178,4,0,1,0
16.92,AUD,CA,AU,1,9,0.0147,0.0207,0,2,5,0
25.28,EUR,CN,NG,1,10,0.1112,0.0217,1,1,2,0
141.58,EUR,GB,CN,1,9,0.1447,0.0034,1,2,2,0
37.02,USD,NG,FR,1,8,0.0581,0.0162,2,1,0,0
51.93,USD,AU,US,1,12,0.0321,0.0139,1,0,3,0
43.75,GBP,CN,FR,1,7,0.2093,0.0045,2,3,2,0
29.58,EUR,CN,CN,0,11,0.0361,0.0009,3,0,2,0
158.97,CAD,BR,GB,1,7,0.0293,0.0159,1,0,2,0
230.19,GBP,FR,BR,1,6,0.0167,0.02,3,0,1,0
14.56,EUR,DE,BR,1,6,0.1202,0.0058,1,3,2,0
55.91,GBP,BR,IN,1,10,0.0743,0.0004,5,0,0,0
18.52,CAD,IN,BR,1,6,0.0444,0.0032,1,1,3,0
80.68,GBP,AU,AU,0,10,0.2836,0.0431,2,0,2,0
163.49,CAD,GB,GB,0,3,0.0678,0.0423,2,2,2,0
60.51,EUR,CN,BR,1,8,0.084,0.0473,3,3,1,0
18.27,EUR,US,FR,1,4,0.1561,0.0093,2,3,1,1
28.98,CAD,FR,BR,1,8,0.0377,0.0161,3,3,0,0
26.82,CAD,DE,GB,1,5,0.1148,0.0016,0,1,0,0
37.12,GBP,CN,GB,1,8,0.0783,0.0169,3,2,3,0
101.38,USD,BR,CA,1,10,0.1204,0.0281,1,1,3,0
104.29,CAD,CN,IN,1,12,0.0623,0.0087,1,0,0,0
73.76,CAD,BR,BR,0,6,0.1503,0.0118,4,2,1,0
72.18,GBP,CN,CA,1,3,0.1384,0.0001,3,0,1,0
13.7,USD,NG,GB,1,6,0.1396,0.0393,0,0,3,0
23.35,GBP,BR,CN,1,8,0.0211,0.0671,3,0,0,0
25.17,GBP,NG,DE,1,11,0.0368,0.0205,4,1,3,0
329.75,USD,IN,GB,1,5,0.1083,0.0351,2,2,1,0
155.03,USD,CN,CA,1,10,0.1552,0.0019,0,2,0,1
6.11,CAD,IN,FR,1,2,0.0303,0.0131,1,2,0,0
152.29,CAD,GB,NG,1,6,0.3237,0.0143,2,1,3,0
93.78,USD,CN,US,1,5,0.0516,0.0001,3,1,3,0
58.99,CAD,FR,GB,1,10,0.0893,0.0118,4,1,1,0
53.46,AUD,CN,CN,0,7,0.0285,0.0113,2,1,3,0
176.61,AUD,FR,CA,1,8,0.0957,0.0555,6,0,1,0
244.82,USD,DE,FR,1,10,0.1117,0.0411,3,2,1,0
14.01,CAD,CN,CN,0,6,0.0464,0.0007,2,2,2,1
256.93,AUD,IN,BR,1,6,0.1633,0.0174,2,1,2,0
28.14,GBP,US,CA,1,9,0.0505,0.0284,4,1,3,0
77.26,EUR,NG,BR,1,12,0.0836,0.0538,3,1,3,0
30.13,GBP,DE,AU,1,9,0.0265,0.0096,1,2,3,0
34.96,AUD,US,CN,1,13,0.0553,0.0166,4,0,2,0
24.79,GBP,DE,GB,1,4,0.2102,0.0046,1,1,1,0
8.15,AUD,FR,NG,1,9,0.1084,0.0212,4,1,3,1
52.89,AUD,FR,IN,1,3,0.0713,0.0374,1,1,0,0
6.04,CAD,FR,NG,1,15,0.2102,0.0408,0,0,3,0
73.79,GBP,US,IN,1,5,0.015,0.0025,2,0,0,0
79.11,AUD,CA,FR,1,9,0.0168,0.009,1,0,3,0
29.26,AUD,BR,US,1,8,0.0205,0.0032,3,0,7,0
54.67,USD,CA,DE,1,16,0.0255,0.0197,3,2,0,0
7.54,AUD,AU,CN,1,6,0.0483,0.031,2,0,1,0
81.88,AUD,AU,NG,1,8,0.0632,0.0175,1,1,2,0
141.32,CAD,CA,FR,1,5,0.1504,0.0105,0,0,4,1
35.31,GBP,DE,FR,1,6,0.1019,0.0025,3,1,3,0
29.99,AUD,FR,GB,1,4,0.0842,0.0477,1,0,1,0
51.8,GBP,IN,BR,1,11,0.028,0.0077,1,0,3,0
53.83,AUD,AU,DE,1,6,0.1368,0.0018,2,1,2,0
20.69,CAD,DE,BR,1,9,0.0468,0.0164,4,2,1,0
30.77,USD,IN,CA,1,12,0.1202,0.0017,0,0,1,0
18.76,CAD,IN,AU,1,10,0.1309,0.0337,2,2,1,0
70.7,GBP,BR,IN,1,9,0.0243,0.0479,2,0,4,0
36.95,AUD,IN,GB,1,5,0.0216,0.0088,1,0,0,0
104.01,USD,BR,FR,1,6,0.0798,0.0099,0,2,1,0
101.55,CAD,US,CA,1,7,0.1394,0.0067,3,1,3,0
74.7,CAD,CN,CA,1,3,0.0885,0.01,2,1,4,0
7.29,USD,DE,CN,1,5,0.1823,0.0157,1,1,4,1
103.84,CAD,AU,CA,1,7,0.1517,0.0206,1,1,0,0
205.49,USD,FR,FR,0,10,0.093,0.0338,2,0,5,0
34.15,AUD,CA,FR,1,9,0.067,0.0407,5,0,1,0
48.29,GBP,BR,NG,1,5,0.2818,0.0127,0,0,3,1
91.51,CAD,DE,NG,1,8,0.0708,0.0054,4,2,1,0
8.07,EUR,NG,BR,1,6,0.0162,0.0082,5,0,1,0
633.12,CAD,IN,AU,1,5,0.0969,0.0164,0,0,1,1
49.94,USD,FR,AU,1,5,0.1117,0.0097,2,2,2,0
44.63,GBP,GB,IN,1,5,0.0664,0.0034,3,0,1,0
11.44,USD,IN,DE,1,9,0.0337,0.0383,2,1,2,1
172.86,GBP,US,DE,1,9,0.0651,0.0166,4,2,3,0
22.65,CAD,AU,FR,1,6,0.1359,0.016,1,2,1,0
31.32,CAD,CN,CN,0,17,0.0388,0.0338,1,1,1,0
43.73,USD,DE,GB,1,6,0.0229,0.0294,1,2,2,0
73.54,EUR,CA,NG,1,8,0.0338,0.0487,3,2,0,0
6.93,EUR,US,IN,1,8,0.1329,0.0021,1,3,2,0
483.52,EUR,CN,GB,1,10,0.1554,0.0114,2,2,5,0
594.4,GBP,FR,IN,1,15,0.0202,0.0116,0,1,5,1
167.18,AUD,IN,GB,1,15,0.1783,0.0012,3,2,1,0
22.42,AUD,NG,IN,1,4,0.0814,0.017,2,2,0,0
41.83,GBP,NG,NG,0,11,0.0776,0.0489,3,2,3,1
2.1,USD,US,BR,1,10,0.1404,0.0148,0,1,2,0
60.5,USD,IN,BR,1,8,0.104,0.0166,3,0,2,0
19.31,CAD,DE,CA,1,8,0.0871,0.0044,3,0,0,0
103.49,CAD,BR,CN,1,13,0.0162,0.0097,3,1,3,0
67.55,CAD,FR,GB,1,5,0.0471,0.022,2,1,0,0
74.01,EUR,NG,GB,1,7,0.042,0.0378,2,0,2,0
71.29,EUR,AU,IN,1,7,0.0338,0.0077,2,0,4,0
19.75,EUR,CN,IN,1,8,0.0695,0.0073,4,2,2,0
19.35,USD,CA,BR,1,5,0.0213,0.0054,1,1,2,0
157.41,EUR,NG,US,1,8,0.1196,0.0013,3,2,0,0
134.3,CAD,CN,US,1,9,0.0412,0.0247,2,1,2,0
52.86,EUR,BR,IN,1,3,0.0354,0.0269,1,1,1,0
82.27,EUR,IN,AU,1,4,0.1187,0.0084,1,1,4,0
61.46,GBP,CA,FR,1,8,0.1594,0.0119,2,0,0,0
15.57,USD,NG,US,1,8,0.0034,0.0046,7,1,0,0
15.41,EUR,GB,GB,0,7,0.0867,0.0273,7,1,1,0
22.51,USD,CA,NG,1,4,0.0886,0.0399,2,1,6,0
61.72,CAD,CA,IN,1,6,0.0535,0.0033,2,0,0,0
66.76,EUR,DE,NG,1,8,0.1748,0.0345,2,1,0,1
556.16,EUR,US,DE,1,9,0.0616,0.0075,1,0,0,0
187.16,USD,DE,DE,0,13,0.1096,0.0062,0,1,4,0
119.27,EUR,CA,BR,1,5,0.0827,0.0295,2,0,3,0
13.32,EUR,FR,AU,1,9,0.0601,0.0029,1,2,4,0
233.27,USD,FR,US,1,7,0.051,0.0585,4,0,1,0
36.59,AUD,DE,IN,1,5,0.0304,0.0,0,0,1,0
5.89,GBP,CA,CN,1,12,0.08,0.0113,0,1,1,0
23.13,EUR,IN,AU,1,9,0.0114,0.0022,3,1,2,0
152.8,USD,NG,DE,1,4,0.1057,0.0025,2,2,0,1
271.9,EUR,DE,CN,1,6,0.0289,0.0194,4,0,3,0
109.79,GBP,IN,DE,1,14,0.0897,0.0439,2,0,5,1
253.73,CAD,CA,AU,1,7,0.0796,0.0078,2,1,2,0
123.49,GBP,AU,CN,1,3,0.0157,0.023,0,3,3,0
50.74,CAD,NG,FR,1,12,0.0334,0.0293,2,2,1,0
43.94,GBP,CA,GB,1,10,0.0865,0.0138,5,0,3,0
28.6,CAD,NG,IN,1,10,0.0864,0.0085,4,1,1,0
69.25,USD,GB,DE,1,5,0.0912,0.0029,2,0,2,0
84.21,CAD,IN,CN,1,2,0.1381,0.0402,3,1,3,1
29.25,AUD,CA,US,1,10,0.0674,0.033,1,2,1,0
181.44,CAD,IN,BR,1,6,0.1421,0.0212,2,0,1,0
21.34,USD,IN,GB,1,11,0.0847,0.0074,5,1,2,0
70.54,USD,BR,US,1,6,0.1076,0.0124,3,0,1,1
214.45,CAD,CN,FR,1,6,0.0783,0.0101,5,0,2,0
147.08,USD,US,BR,1,9,0.0913,0.0344,1,0,2,0
139.25,USD,AU,CA,1,10,0.0977,0.0328,2,1,2,0
148.33,CAD,AU,FR,1,14,0.0167,0.0071,1,1,1,0
90.77,CAD,DE,GB,1,12,0.0718,0.0331,0,1,2,0
332.63,GBP,US,DE,1,8,0.0354,0.0059,1,2,0,0
52.82,USD,NG,CA,1,6,0.0649,0.0014,1,1,2,0
28.4,EUR,FR,CA,1,10,0.0836,0.0275,0,2,2,0
106.73,CAD,CN,BR,1,7,0.0776,0.0044,2,2,1,1
67.1,AUD,AU,NG,1,9,0.0375,0.023,3,1,3,0
64.41,USD,BR,BR,0,12,0.2251,0.0983,0,1,3,1
95.98,GBP,CN,NG,1,7,0.0209,0.0221,0,0,0,0
13.41,AUD,IN,DE,1,8,0.0152,0.0038,3,0,3,0
29.71,AUD,IN,US,1,10,0.2084,0.0088,1,0,1,1
95.29,AUD,AU,FR,1,13,0.072,0.0091,4,1,3,0
65.55,USD,IN,NG,1,5,0.1198,0.0016,1,0,3,0
114.02,GBP,CN,CA,1,6,0.1194,0.0073,4,2,2,0
16.15,CAD,IN,DE,1,8,0.1002,0.0702,2,2,1,1
78.88,CAD,IN,FR,1,8,0.0859,0.0099,5,0,0,0
69.95,GBP,CA,IN,1,4,0.0598,0.0251,6,2,0,0
113.46,AUD,CA,AU,1,4,0.1626,0.0262,0,1,1,0
6.55,GBP,BR,US,1,7,0.0973,0.0161,1,0,1,0
1125.83,GBP,CN,DE,1,8,0.0369,0.0232,4,2,1,1
10.84,USD,IN,GB,1,5,0.0826,0.0239,1,4,2,0
244.67,EUR,DE,CN,1,11,0.0323,0.0517,2,0,4,0
34.65,CAD,CA,NG,1,5,0.2532,0.0511,2,1,2,0
177.42,GBP,GB,FR,1,9,0.1129,0.0216,3,1,1,0
12.56,GBP,BR,DE,1,7,0.228,0.0065,0,1,2,0
22.23,GBP,CN,CA,1,10,0.1452,0.0665,2,0,2,0
119.37,GBP,DE,FR,1,12,0.0849,0.0,4,0,1,0
77.99,EUR,AU,US,1,3,0.0824,0.0227,3,0,1,0
68.86,AUD,GB,FR,1,9,0.052,0.0572,4,0,1,0
52.66,CAD,BR,BR,0,7,0.0261,0.0025,0,2,2,0
21.74,CAD,NG,IN,1,9,0.1242,0.0488,3,0,3,0
91.79,EUR,NG,BR,1,8,0.0973,0.0156,3,2,0,0
66.61,EUR,CN,AU,1,12,0.1149,0.0153,5,0,0,0
31.28,GBP,NG,NG,0,4,0.0765,0.0071,1,2,0,0
81.74,AUD,IN,CA,1,8,0.0832,0.0181,2,1,1,0
18.18,USD,CN,US,1,7,0.0349,0.0124,2,1,1,0
406.36,USD,BR,DE,1,9,0.065,0.0294,0,0,3,0
63.67,CAD,US,NG,1,9,0.0968,0.0036,2,1,1,0
320.5,AUD,GB,US,1,5,0.0899,0.0171,0,0,3,0
33.88,GBP,DE,GB,1,7,0.0657,0.0017,3,2,0,0
120.43,EUR,CA,CN,1,4,0.0638,0.0147,2,0,0,0
309.55,CAD,CN,DE,1,6,0.0387,0.0135,1,0,1,0
80.16,GBP,NG,NG,0,6,0.126,0.0462,2,0,1,0
34.59,CAD,US,NG,1,11,0.0965,0.003,1,0,1,0
180.32,GBP,IN,CN,1,9,0.1683,0.0238,2,1,1,0
41.44,EUR,AU,CA,1,7,0.0225,0.0102,2,1,2,0
215.32,GBP,BR,BR,0,4,0.0341,0.0281,2,1,1,1
55.87,AUD,CA,IN,1,15,0.0572,0.0145,1,1,1,0
51.64,GBP,DE,BR,1,9,0.1399,0.0017,3,1,1,0
10.91,AUD,IN,DE,1,7,0.0716,0.0329,1,2,1,0
13.68,AUD,CA,GB,1,9,0.0895,0.0,2,0,1,0
86.13,USD,GB,US,1,8,0.3679,0.01,0,0,0,0
99.59,GBP,CA,GB,1,9,0.1828,0.0154,1,1,4,0
29.98,EUR,GB,IN,1,6,0.1441,0.0296,2,2,1,0
26.99,GBP,FR,CN,1,9,0.0653,0.0026,1,1,1,0
52.35,GBP,CN,BR,1,10,0.0628,0.0968,2,2,0,0
90.74,AUD,DE,CA,1,4,0.1081,0.001,2,1,1,1
15.36,USD,BR,FR,1,7,0.0565,0.0046,4,2,2,0
51.12,EUR,NG,IN,1,6,0.2526,0.043,1,1,0,0
71.59,GBP,NG,GB,1,7,0.0709,0.0076,2,0,0,0
38.6,EUR,GB,AU,1,8,0.1661,0.0541,3,1,2,0
20.05,CAD,CN,AU,1,7,0.1979,0.0114,2,1,0,0
15.7,CAD,DE,CA,1,9,0.0096,0.0066,1,1,2,0
45.87,GBP,NG,BR,1,11,0.1098,0.0205,2,2,1,0
14.66,CAD,US,FR,1,5,0.0755,0.001,1,2,3,0
108.9,GBP,AU,BR,1,5,0.0424,0.0239,0,0,3,0
66.81,CAD,CN,CN,0,4,0.0096,0.0019,1,2,1,0
212.14,EUR,AU,FR,1,9,0.0912,0.0157,2,1,1,0
42.69,EUR,BR,CA,1,7,0.0483,0.0165,2,1,2,0
18.04,AUD,FR,NG,1,6,0.1108,0.0309,4,1,4,0
92.91,CAD,GB,CA,1,6,0.0444,0.0105,3,0,1,0
61.56,USD,FR,IN,1,7,0.018,0.0692,0,5,1,0
271.71,AUD,BR,US,1,9,0.1702,0.0147,0,0,2,0
33.51,EUR,AU,BR,1,8,0.1055,0.0019,1,0,1,0
30.49,EUR,BR,AU,1,10,0.0284,0.0113,0,0,0,0
148.9,AUD,GB,GB,0,5,0.257,0.0196,1,1,0,0
88.18,USD,CN,US,1,9,0.0339,0.0596,1,0,0,0
127.7,EUR,US,BR,1,11,0.195,0.0153,3,1,1,0
16.32,USD,IN,NG,1,13,0.1361,0.0114,5,1,3,0
151.99,CAD,DE,DE,0,9,0.0579,0.0188,0,2,1,0
42.9,USD,DE,US,1,6,0.0966,0.0827,3,3,4,0
140.13,EUR,US,IN,1,12,0.1129,0.0073,0,1,4,0
53.31,USD,AU,US,1,8,0.0836,0.0138,6,2,1,0
26.07,AUD,IN,CA,1,8,0.186,0.0183,3,0,1,0
11.04,GBP,GB,CA,1,4,0.0097,0.0283,1,1,4,0
117.71,EUR,AU,FR,1,12,0.0589,0.0191,2,0,2,0
210.99,AUD,GB,FR,1,11,0.041,0.0319,2,1,1,0
11.25,CAD,GB,NG,1,6,0.0181,0.0076,1,0,0,0
108.64,AUD,FR,AU,1,4,0.0068,0.0005,1,2,2,0
25.34,AUD,CA,IN,1,7,0.0497,0.0026,2,0,0,0
78.79,CAD,GB,US,1,6,0.0483,0.0293,3,0,4,0
70.13,CAD,BR,CN,1,7,0.0479,0.0485,0,0,2,0
66.98,AUD,CA,BR,1,8,0.0883,0.0133,1,1,1,0
4.15,EUR,AU,BR,1,6,0.0279,0.002,2,0,2,0
31.9,EUR,AU,US,1,6,0.2269,0.0004,3,1,2,0
163.16,GBP,BR,FR,1,10,0.1341,0.046,0,0,1,0
90.22,EUR,NG,GB,1,11,0.019,0.044,1,0,2,0
247.83,EUR,FR,GB,1,9,0.0375,0.0058,2,1,2,1
58.88,USD,IN,DE,1,5,0.1173,0.0102,3,1,0,1
10.79,USD,IN,CA,1,8,0.0853,0.0224,1,2,0,0
126.76,EUR,DE,CN,1,5,0.1366,0.0051,4,3,2,0
204.92,CAD,CA,IN,1,11,0.0588,0.0034,2,1,4,0
100.82,CAD,BR,CA,1,9,0.0441,0.0145,2,0,5,0
142.93,GBP,AU,US,1,11,0.0781,0.0004,0,1,3,0
771.16,CAD,US,CA,1,6,0.0703,0.0197,1,0,3,0
118.38,AUD,CN,GB,1,7,0.0867,0.0047,3,1,1,0
10.16,AUD,CA,NG,1,7,0.0221,0.0107,2,2,3,0
45.34,GBP,CN,FR,1,6,0.0915,0.0176,1,3,0,0
20.93,CAD,GB,NG,1,8,0.0258,0.0089,4,3,5,0
36.82,AUD,GB,NG,1,5,0.0428,0.0252,1,1,2,0
91.12,EUR,DE,IN,1,8,0.0811,0.0094,1,2,2,1
75.4,USD,US,US,0,7,0.1969,0.0034,2,1,1,0
31.77,USD,FR,CA,1,8,0.0175,0.0333,1,1,2,0
28.88,CAD,FR,US,1,7,0.2251,0.0337,3,0,2,0
239.62,EUR,GB,CA,1,11,0.1065,0.0079,3,0,2,0
191.06,CAD,BR,FR,1,9,0.0624,0.0104,1,2,1,0
17.05,EUR,GB,DE,1,4,0.2155,0.018,2,1,0,0
337.2,CAD,FR,NG,1,14,0.0631,0.0445,0,2,1,0
254.42,EUR,AU,FR,1,6,0.0449,0.0453,2,0,4,0
33.57,USD,AU,GB,1,10,0.1813,0.0188,1,1,1,1
12.31,GBP,CN,BR,1,9,0.0277,0.0561,1,2,2,0
68.21,AUD,NG,CN,1,5,0.1186,0.0069,1,0,1,0
22.36,CAD,AU,IN,1,8,0.092,0.0153,1,0,1,0
64.89,GBP,CN,CN,0,8,0.1074,0.0016,4,0,2,0
19.96,AUD,CN,GB,1,7,0.0148,0.0269,2,2,2,1
105.05,GBP,CA,CA,0,10,0.1899,0.0357,0,1,2,0
13.51,AUD,US,AU,1,2,0.1045,0.0064,4,1,0,0
119.45,CAD,CA,IN,1,8,0.1045,0.0079,2,2,2,1
27.87,GBP,IN,GB,1,6,0.2686,0.0229,1,1,1,1
110.76,CAD,NG,FR,1,12,0.1114,0.0242,3,1,2,0
74.48,AUD,US,BR,1,12,0.0689,0.0055,2,1,1,0
41.65,GBP,IN,FR,1,15,0.0589,0.0544,3,0,0,0
38.17,USD,NG,FR,1,7,0.0986,0.0739,1,1,1,0
11.39,CAD,CN,US,1,6,0.0349,0.0081,1,1,0,0
65.65,CAD,BR,BR,0,10,0.0596,0.1242,4,1,2,0
40.66,GBP,FR,FR,0,7,0.084,0.0059,2,1,3,0
8.79,GBP,BR,NG,1,3,0.0836,0.0086,2,1,1,0
127.34,CAD,DE,US,1,5,0.0792,0.0182,0,2,1,0
114.55,GBP,BR,DE,1,10,0.0574,0.0547,1,0,2,0
79.87,AUD,DE,CA,1,9,0.0626,0.0251,2,4,3,0
28.77,CAD,BR,DE,1,11,0.0674,0.0109,1,0,3,0
32.97,USD,FR,IN,1,14,0.1129,0.0434,1,2,1,0
28.33,AUD,FR,DE,1,12,0.0742,0.0611,3,0,0,0
191.68,AUD,BR,CN,1,8,0.1033,0.0164,3,0,2,0
28.86,AUD,CA,BR,1,12,0.2439,0.0038,1,1,1,0
158.54,CAD,DE,IN,1,6,0.1157,0.0675,5,0,1,0
129.0,USD,NG,IN,1,8,0.048,0.0183,3,2,3,0
13.9,EUR,NG,DE,1,7,0.046,0.0318,3,0,0,0
31.79,AUD,FR,AU,1,10,0.0949,0.0017,0,0,2,0
22.49,USD,FR,GB,1,5,0.0589,0.0135,2,2,1,0
62.93,CAD,US,NG,1,7,0.0287,0.0068,3,1,4,0
50.29,EUR,DE,BR,1,8,0.0435,0.0255,0,1,1,0
52.52,USD,AU,DE,1,7,0.1497,0.0087,1,2,0,0
28.26,CAD,CN,BR,1,13,0.0382,0.0418,3,0,3,0
69.27,EUR,CN,CA,1,10,0.0199,0.0569,1,0,1,0
55.38,CAD,GB,FR,1,6,0.0912,0.0084,3,0,1,0
95.8,AUD,AU,GB,1,12,0.0342,0.0217,4,2,1,0
37.35,AUD,CN,IN,1,6,0.0278,0.0007,2,3,2,0
4.45,AUD,FR,BR,1,8,0.0641,0.007,0,1,3,0
35.74,EUR,CN,US,1,10,0.0271,0.0158,1,1,1,0
423.45,GBP,FR,AU,1,10,0.0649,0.0202,1,2,1,0
12.88,GBP,CA,NG,1,6,0.0372,0.0025,1,0,2,0
59.28,CAD,NG,AU,1,8,0.0419,0.0011,2,1,2,0
18.77,USD,CN,NG,1,7,0.1785,0.045,2,2,2,0
38.78,AUD,CA,BR,1,10,0.0758,0.004,2,0,1,0
138.74,CAD,BR,DE,1,9,0.1396,0.0171,2,0,4,0
46.52,AUD,NG,BR,1,7,0.0117,0.0057,1,1,1,0
132.05,EUR,GB,GB,0,11,0.0419,0.0123,0,0,3,0
82.37,GBP,AU,US,1,9,0.0465,0.0481,2,1,3,0
54.13,CAD,US,IN,1,7,0.0548,0.0155,3,1,2,0
119.28,GBP,NG,AU,1,13,0.1579,0.0037,1,3,2,0
58.69,GBP,GB,FR,1,3,0.1649,0.007,1,1,3,0
18.29,GBP,AU,AU,0,14,0.048,0.1184,2,2,1,0
38.59,AUD,GB,DE,1,1,0.0374,0.0248,2,0,1,0
378.69,AUD,IN,US,1,10,0.0462,0.0076,3,0,1,0
23.87,EUR,AU,CN,1,10,0.1338,0.0198,4,1,3,0
37.41,EUR,AU,IN,1,6,0.0613,0.0016,1,1,2,1
328.16,GBP,NG,AU,1,6,0.1761,0.02,1,1,1,1
10.27,AUD,GB,BR,1,7,0.1463,0.023,1,2,0,0
175.06,EUR,NG,US,1,8,0.0951,0.0537,2,0,2,0
29.03,AUD,AU,DE,1,9,0.1422,0.0019,4,1,1,0
35.1,EUR,CN,CN,0,4,0.0394,0.0008,2,2,0,0
24.87,GBP,BR,CN,1,7,0.2414,0.0555,3,0,0,1
15.61,EUR,DE,BR,1,9,0.3287,0.0057,6,1,0,0
37.79,USD,AU,AU,0,11,0.0426,0.0234,0,0,3,0
7.94,USD,GB,CA,1,10,0.0926,0.0133,3,0,0,0
2.88,USD,GB,CA,1,3,0.0183,0.0115,3,1,2,0
49.67,USD,IN,BR,1,8,0.0181,0.004,2,1,2,0
73.71,USD,IN,AU,1,9,0.0807,0.0388,2,2,0,0
30.42,GBP,IN,BR,1,14,0.1318,0.0146,4,0,3,0
25.78,GBP,BR,DE,1,10,0.1837,0.0219,1,3,1,1
78.88,EUR,BR,GB,1,12,0.1203,0.0027,4,0,0,0
139.13,AUD,AU,IN,1,8,0.0872,0.0037,5,1,0,0
74.04,CAD,AU,US,1,6,0.1281,0.0259,1,0,3,0
55.5,EUR,GB,DE,1,11,0.0512,0.0096,0,0,1,0
205.84,CAD,BR,GB,1,15,0.0238,0.0079,2,1,1,0
20.95,CAD,IN,BR,1,6,0.0629,0.0717,6,1,2,0
329.23,CAD,FR,AU,1,9,0.1519,0.0626,2,1,0,0
97.53,AUD,AU,CA,1,4,0.0834,0.003,3,0,0,0
17.69,EUR,AU,IN,1,8,0.1317,0.0168,2,0,0,0
64.05,USD,GB,US,1,11,0.0712,0.0226,3,0,2,0
37.34,AUD,GB,FR,1,13,0.0238,0.0254,3,1,4,0
133.76,GBP,FR,CN,1,4,0.0823,0.049,1,1,2,0
8.94,USD,CN,BR,1,10,0.0631,0.0007,5,2,1,0
10.7,AUD,CN,NG,1,10,0.0778,0.1012,0,0,2,0
527.2,GBP,BR,DE,1,7,0.0328,0.0094,3,3,2,1
51.67,GBP,FR,GB,1,5,0.1335,0.0507,1,1,5,0
164.07,AUD,IN,NG,1,10,0.1995,0.0004,1,3,0,1
53.28,AUD,NG,CN,1,11,0.1163,0.0301,0,1,2,1
18.72,EUR,CA,DE,1,12,0.0195,0.0051,2,0,1,1
110.72,GBP,CN,GB,1,4,0.0197,0.0131,3,0,3,1
69.03,USD,IN,CA,1,11,0.1611,0.069,0,0,4,0
30.66,GBP,IN,CA,1,9,0.1113,0.018,1,0,0,0
25.5,CAD,GB,BR,1,5,0.096,0.0825,3,2,2,0
68.35,EUR,GB,US,1,1,0.0558,0.0259,4,0,3,0
82.49,GBP,NG,FR,1,9,0.0686,0.0029,5,1,3,0
81.57,CAD,CN,IN,1,3,0.0806,0.0231,2,1,2,0
